sex,age,s7,s9,s14,s15,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s47,s48,s52,s53,s54,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s70,s72,s73,s74,s75,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s106,s107,s108,s109,s167,s169,s170,s171,s172,s173,s174,s175,s176,s177,s178,s179,s180,s181,s188,s189,s190,s4991,s4993,s4994,s5,s6,s8991,s8992,s11991,s13,s16,s30991,s46991,s46992,s49991,s50991,s51991,s55991,s56991,s57991,s58991,s58992,s58993,s58994,s69991,s71991,s76991,s105,s99991,s99992,s99993,s99994,s99995,s99996,s99997,s99998,s99999,s999910,s999911,s999912,s999913,s999914,s999915,s999916,s999917,s999918,s999919,s999920,s999921,s999922,s999923,s999924,s999925,s999926,s999927,s999928,s999929,s999930,s999931,s999932,s999933,s999934,s999935,s999936,s999937,s999938,s999939
sex,age,s7,0,0,0,0,0,0,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s47,s48,s52,s53,s54,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s70,s72,s73,s74,s75,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s106,s107,s108,s109,s167,s169,s170,s171,s172,s173,s174,s175,s176,s177,s178,s179,s180,s181,s188,s189,s190,s4991,0,0,0,0,0,0,0,s13,s16,s30991,s46991,s46992,s49991,s50991,s51991,s55991,s56991,s57991,s58991,s58992,s58993,s58994,s69991,s71991,s76991,s105,s99991,s99992,s99993,s99994,s99995,s99996,s99997,s99998,s99999,s999910,s999911,s999912,s999913,s999914,s999915,s999916,s999917,s999918,s999919,s999920,s999921,s999922,s999923,s999924,s999925,s999926,s999927,s999928,s999929,s999930,s999931,s999932,s999933,s999934,0,0,0,0,0
