gs_text34,iso3,GBD_weight,age,sex
Malaria,YEM,0.0384176,0,1
Measles,YEM,0.0006454,0,1
Meningitis,YEM,0.0266883,0,1
Other Cancers,YEM,0.0044021,0,1
Other Cardiovascular Diseases,YEM,0.0482142,0,1
Other Defined Causes of Child Deaths,YEM,0.3381513,0,1
Other Digestive Diseases,YEM,0,0,1
Other Infectious Diseases,YEM,0.0424934,0,1
Pneumonia,YEM,0.1232932,0,1
Poisonings,YEM,0.0029802,0,1
Road Traffic,YEM,0.005556,0,1
Sepsis,YEM,0.0015544,0,1
Violent Death,YEM,0.0007278,0,1
AIDS,YEM,0.000834,5,0
Bite of Venomous Animal,YEM,0.0035474,5,0
Diarrhea/Dysentery,YEM,0.0237007,5,0
Drowning,YEM,0.0280025,5,0
Encephalitis,YEM,0.0051314,5,0
Falls,YEM,0.0085319,5,0
Fires,YEM,0.0080975,5,0
Hemorrhagic fever,YEM,0.0009301,5,0
Malaria,YEM,0.0652822,5,0
Measles,YEM,0.0012446,5,0
Meningitis,YEM,0.0188598,5,0
Other Cancers,YEM,0.0352753,5,0
Other Cardiovascular Diseases,YEM,0.0523401,5,0
Other Defined Causes of Child Deaths,YEM,0.1572456,5,0
Other Digestive Diseases,YEM,0.0114481,5,0
Other Infectious Diseases,YEM,0.047263,5,0
Pneumonia,YEM,0.4368606,5,0
Poisonings,YEM,0.0100443,5,0
Road Traffic,YEM,0.0813242,5,0
Sepsis,YEM,0.0013921,5,0
Violent Death,YEM,0.0026447,5,0
AIDS,YEM,0.0009566,5,1
Bite of Venomous Animal,YEM,0.0035538,5,1
Diarrhea/Dysentery,YEM,0.0257997,5,1
Drowning,YEM,0.0126209,5,1
Encephalitis,YEM,0.0060098,5,1
Falls,YEM,0.0064236,5,1
Fires,YEM,0.0110189,5,1
Hemorrhagic fever,YEM,0.0002271,5,1
Malaria,YEM,0.064218,5,1
Measles,YEM,0.0016539,5,1
Meningitis,YEM,0.0220885,5,1
Other Cancers,YEM,0.0344055,5,1
Other Cardiovascular Diseases,YEM,0.0636561,5,1
Other Defined Causes of Child Deaths,YEM,0.1727877,5,1
Other Digestive Diseases,YEM,0.0098311,5,1
Other Infectious Diseases,YEM,0.0481644,5,1
Pneumonia,YEM,0.4474897,5,1
Poisonings,YEM,0.01318,5,1
Road Traffic,YEM,0.0516731,5,1
Sepsis,YEM,0.0020197,5,1
Violent Death,YEM,0.0022217,5,1
AIDS,WSM,0,1,0
Bite of Venomous Animal,WSM,0.0003075,1,0
Diarrhea/Dysentery,WSM,0.0129838,1,0
Drowning,WSM,0.0241505,1,0
Encephalitis,WSM,0.0003185,1,0
Falls,WSM,0.007522,1,0
Fires,WSM,0.0176264,1,0
Hemorrhagic fever,WSM,0.0077487,1,0
Malaria,WSM,0,1,0
Measles,WSM,0.0582464,1,0
Meningitis,WSM,0.0247299,1,0
Other Cancers,WSM,0.0452123,1,0
Other Cardiovascular Diseases,WSM,0.0289775,1,0
Other Defined Causes of Child Deaths,WSM,0.4990637,1,0
Other Digestive Diseases,WSM,0.0238625,1,0
Other Infectious Diseases,WSM,0.0901133,1,0
Pneumonia,WSM,0.1024401,1,0
Poisonings,WSM,0.0197072,1,0
Road Traffic,WSM,0.0267716,1,0
Sepsis,WSM,0.0022843,1,0
Violent Death,WSM,0.0079337,1,0
AIDS,WSM,0,1,1
Bite of Venomous Animal,WSM,0.0002913,1,1
Diarrhea/Dysentery,WSM,0.0177937,1,1
Drowning,WSM,0.0318084,1,1
Encephalitis,WSM,0.0003935,1,1
Falls,WSM,0.0056366,1,1
Fires,WSM,0.0704601,1,1
Hemorrhagic fever,WSM,0.0139146,1,1
Malaria,WSM,0,1,1
Measles,WSM,0.0714765,1,1
Meningitis,WSM,0.0305527,1,1
Other Cancers,WSM,0.0686786,1,1
Other Cardiovascular Diseases,WSM,0.0160468,1,1
Other Defined Causes of Child Deaths,WSM,0.4527803,1,1
Other Digestive Diseases,WSM,0.026196,1,1
Other Infectious Diseases,WSM,0.076823,1,1
Pneumonia,WSM,0.0789618,1,1
Poisonings,WSM,0.0069981,1,1
Road Traffic,WSM,0.0201519,1,1
Sepsis,WSM,0.0034032,1,1
Violent Death,WSM,0.0076329,1,1
AIDS,WSM,0,10,0
Bite of Venomous Animal,WSM,0.000363,10,0
Diarrhea/Dysentery,WSM,0.0108858,10,0
Drowning,WSM,0.0638232,10,0
Encephalitis,WSM,0.0003847,10,0
Falls,WSM,0.011231,10,0
Fires,WSM,0.0081022,10,0
Hemorrhagic fever,WSM,0.006552,10,0
Malaria,WSM,0,10,0
Measles,WSM,0.0074968,10,0
Meningitis,WSM,0.0267224,10,0
Other Cancers,WSM,0.0772019,10,0
Other Cardiovascular Diseases,WSM,0.0348467,10,0
Other Defined Causes of Child Deaths,WSM,0.5464132,10,0
Other Digestive Diseases,WSM,0.0185761,10,0
Other Infectious Diseases,WSM,0.0637749,10,0
Pneumonia,WSM,0.0275955,10,0
Poisonings,WSM,0.0106916,10,0
Road Traffic,WSM,0.0563771,10,0
Sepsis,WSM,0.0018195,10,0
Violent Death,WSM,0.0271422,10,0
AIDS,WSM,0,10,1
Bite of Venomous Animal,WSM,0.0004514,10,1
Diarrhea/Dysentery,WSM,0.0157677,10,1
Drowning,WSM,0.0679183,10,1
Encephalitis,WSM,0.0005161,10,1
Falls,WSM,0.0064196,10,1
Fires,WSM,0.0340305,10,1
Hemorrhagic fever,WSM,0.0083099,10,1
Malaria,WSM,0,10,1
Measles,WSM,0.0101143,10,1
Meningitis,WSM,0.0358471,10,1
Other Cancers,WSM,0.1044312,10,1
Other Cardiovascular Diseases,WSM,0.0238336,10,1
Other Defined Causes of Child Deaths,WSM,0.5053364,10,1
Other Digestive Diseases,WSM,0.0229267,10,1
Other Infectious Diseases,WSM,0.0610403,10,1
Pneumonia,WSM,0.0292351,10,1
Poisonings,WSM,0.0121907,10,1
Road Traffic,WSM,0.0391773,10,1
Sepsis,WSM,0.0034693,10,1
Violent Death,WSM,0.0189848,10,1
AIDS,WSM,0,0,0
Bite of Venomous Animal,WSM,0.0001001,0,0
Diarrhea/Dysentery,WSM,0.0227639,0,0
Drowning,WSM,0.0021234,0,0
Encephalitis,WSM,0.000314,0,0
Falls,WSM,0.0040915,0,0
Fires,WSM,0.0030931,0,0
Hemorrhagic fever,WSM,0.0036873,0,0
Malaria,WSM,0,0,0
Measles,WSM,0.0249984,0,0
Meningitis,WSM,0.0252929,0,0
Other Cancers,WSM,0.0131244,0,0
Other Cardiovascular Diseases,WSM,0.0190221,0,0
Other Defined Causes of Child Deaths,WSM,0.6108119,0,0
Other Digestive Diseases,WSM,0,0,0
Other Infectious Diseases,WSM,0.1605166,0,0
Pneumonia,WSM,0.0956404,0,0
Poisonings,WSM,0.0041824,0,0
Road Traffic,WSM,0.0026361,0,0
Sepsis,WSM,0.0022865,0,0
Violent Death,WSM,0.0053148,0,0
AIDS,WSM,0,0,1
Bite of Venomous Animal,WSM,0.0001821,0,1
Diarrhea/Dysentery,WSM,0.0306228,0,1
Drowning,WSM,0.0046525,0,1
Encephalitis,WSM,0.0003003,0,1
Falls,WSM,0.0028671,0,1
Fires,WSM,0.0188538,0,1
Hemorrhagic fever,WSM,0.0056405,0,1
Malaria,WSM,0,0,1
Measles,WSM,0.0258446,0,1
Meningitis,WSM,0.0241876,0,1
Other Cancers,WSM,0.0237999,0,1
Other Cardiovascular Diseases,WSM,0.014141,0,1
Other Defined Causes of Child Deaths,WSM,0.5397599,0,1
Other Digestive Diseases,WSM,0,0,1
Other Infectious Diseases,WSM,0.1816105,0,1
Pneumonia,WSM,0.1076006,0,1
Poisonings,WSM,0.0035061,0,1
Road Traffic,WSM,0.0061786,0,1
Sepsis,WSM,0.0042104,0,1
Violent Death,WSM,0.0060418,0,1
AIDS,WSM,0,5,0
Bite of Venomous Animal,WSM,0.0005167,5,0
Diarrhea/Dysentery,WSM,0.0090648,5,0
Drowning,WSM,0.0426457,5,0
Encephalitis,WSM,0.0004346,5,0
Falls,WSM,0.0092502,5,0
Fires,WSM,0.0105076,5,0
Hemorrhagic fever,WSM,0.0097148,5,0
Malaria,WSM,0,5,0
Measles,WSM,0.0245083,5,0
Meningitis,WSM,0.030362,5,0
Other Cancers,WSM,0.0931735,5,0
Other Cardiovascular Diseases,WSM,0.0596025,5,0
Other Defined Causes of Child Deaths,WSM,0.4878665,5,0
Other Digestive Diseases,WSM,0.0212273,5,0
Other Infectious Diseases,WSM,0.0898412,5,0
Pneumonia,WSM,0.0429954,5,0
Poisonings,WSM,0.0116618,5,0
Road Traffic,WSM,0.0426474,5,0
Sepsis,WSM,0.0015066,5,0
Violent Death,WSM,0.012473,5,0
AIDS,WSM,0,5,1
Bite of Venomous Animal,WSM,0.0003393,5,1
Diarrhea/Dysentery,WSM,0.0165906,5,1
Drowning,WSM,0.0557711,5,1
Encephalitis,WSM,0.0005042,5,1
Falls,WSM,0.0064626,5,1
Fires,WSM,0.0560576,5,1
Hemorrhagic fever,WSM,0.0191134,5,1
Malaria,WSM,0,5,1
Measles,WSM,0.0335663,5,1
Meningitis,WSM,0.0352245,5,1
Other Cancers,WSM,0.1044915,5,1
Other Cardiovascular Diseases,WSM,0.0391799,5,1
Other Defined Causes of Child Deaths,WSM,0.4320612,5,1
Other Digestive Diseases,WSM,0.0324804,5,1
Other Infectious Diseases,WSM,0.0712208,5,1
Pneumonia,WSM,0.041398,5,1
Poisonings,WSM,0.0096029,5,1
Road Traffic,WSM,0.0312627,5,1
Sepsis,WSM,0.0033534,5,1
Violent Death,WSM,0.0113198,5,1
AIDS,VUT,0,1,0
Bite of Venomous Animal,VUT,0.000485,1,0
Diarrhea/Dysentery,VUT,0.0852533,1,0
Drowning,VUT,0.0223546,1,0
Encephalitis,VUT,0.000482,1,0
Falls,VUT,0.0086269,1,0
Fires,VUT,0.0163307,1,0
Hemorrhagic fever,VUT,0.0021631,1,0
Malaria,VUT,0.0116957,1,0
Measles,VUT,0.0078841,1,0
Meningitis,VUT,0.0374247,1,0
Other Cancers,VUT,0.0577452,1,0
Other Cardiovascular Diseases,VUT,0.0302166,1,0
Other Defined Causes of Child Deaths,VUT,0.3926606,1,0
Other Digestive Diseases,VUT,0.0289042,1,0
Other Infectious Diseases,VUT,0.0763717,1,0
Pneumonia,VUT,0.1546146,1,0
Poisonings,VUT,0.0262607,1,0
Road Traffic,VUT,0.028638,1,0
Sepsis,VUT,0.0027864,1,0
Violent Death,VUT,0.0091018,1,0
AIDS,VUT,0,1,1
Bite of Venomous Animal,VUT,0.0007682,1,1
Diarrhea/Dysentery,VUT,0.0842044,1,1
Drowning,VUT,0.0285996,1,1
Encephalitis,VUT,0.0006649,1,1
Falls,VUT,0.0063062,1,1
Fires,VUT,0.0708918,1,1
Hemorrhagic fever,VUT,0.0044221,1,1
Malaria,VUT,0.0051522,1,1
Measles,VUT,0.0092964,1,1
Meningitis,VUT,0.0516252,1,1
Other Cancers,VUT,0.0490025,1,1
Other Cardiovascular Diseases,VUT,0.0209695,1,1
Other Defined Causes of Child Deaths,VUT,0.41291,1,1
Other Digestive Diseases,VUT,0.0323209,1,1
Other Infectious Diseases,VUT,0.0666286,1,1
Pneumonia,VUT,0.1133437,1,1
Poisonings,VUT,0.0087284,1,1
Road Traffic,VUT,0.0216622,1,1
Sepsis,VUT,0.0040347,1,1
Violent Death,VUT,0.0084684,1,1
AIDS,VUT,0,10,0
Bite of Venomous Animal,VUT,0.0005134,10,0
Diarrhea/Dysentery,VUT,0.0358915,10,0
Drowning,VUT,0.0732,10,0
Encephalitis,VUT,0.0008149,10,0
Falls,VUT,0.0125029,10,0
Fires,VUT,0.0086981,10,0
Hemorrhagic fever,VUT,0.0021104,10,0
Malaria,VUT,0.0113135,10,0
Measles,VUT,0.0010448,10,0
Meningitis,VUT,0.0566057,10,0
Other Cancers,VUT,0.0988441,10,0
Other Cardiovascular Diseases,VUT,0.0572052,10,0
Other Defined Causes of Child Deaths,VUT,0.375954,10,0
Other Digestive Diseases,VUT,0.0318328,10,0
Other Infectious Diseases,VUT,0.0839761,10,0
Pneumonia,VUT,0.0358102,10,0
Poisonings,VUT,0.0155604,10,0
Road Traffic,VUT,0.0747914,10,0
Sepsis,VUT,0.0030378,10,0
Violent Death,VUT,0.0202928,10,0
AIDS,VUT,0,10,1
Bite of Venomous Animal,VUT,0.0007991,10,1
Diarrhea/Dysentery,VUT,0.0325548,10,1
Drowning,VUT,0.0664175,10,1
Encephalitis,VUT,0.0012557,10,1
Falls,VUT,0.0061784,10,1
Fires,VUT,0.0358807,10,1
Hemorrhagic fever,VUT,0.0024261,10,1
Malaria,VUT,0.007655,10,1
Measles,VUT,0.0011025,10,1
Meningitis,VUT,0.0872223,10,1
Other Cancers,VUT,0.108977,10,1
Other Cardiovascular Diseases,VUT,0.0488688,10,1
Other Defined Causes of Child Deaths,VUT,0.3458501,10,1
Other Digestive Diseases,VUT,0.0403332,10,1
Other Infectious Diseases,VUT,0.0850923,10,1
Pneumonia,VUT,0.0354464,10,1
Poisonings,VUT,0.0144625,10,1
Road Traffic,VUT,0.057826,10,1
Sepsis,VUT,0.0054227,10,1
Violent Death,VUT,0.0162289,10,1
AIDS,VUT,0,0,0
Bite of Venomous Animal,VUT,0.0001067,0,0
Diarrhea/Dysentery,VUT,0.1325243,0,0
Drowning,VUT,0.002009,0,0
Encephalitis,VUT,0.0007405,0,0
Falls,VUT,0.0041738,0,0
Fires,VUT,0.0025962,0,0
Hemorrhagic fever,VUT,0.0010028,0,0
Malaria,VUT,0.0065314,0,0
Measles,VUT,0.002584,0,0
Meningitis,VUT,0.0596443,0,0
Other Cancers,VUT,0.0133115,0,0
Other Cardiovascular Diseases,VUT,0.0338625,0,0
Other Defined Causes of Child Deaths,VUT,0.436703,0,0
Other Digestive Diseases,VUT,0,0,0
Other Infectious Diseases,VUT,0.0901641,0,0
Pneumonia,VUT,0.1982174,0,0
Poisonings,VUT,0.0046023,0,0
Road Traffic,VUT,0.0028966,0,0
Sepsis,VUT,0.0033867,0,0
Violent Death,VUT,0.0049431,0,0
AIDS,VUT,0,0,1
Bite of Venomous Animal,VUT,0.0003703,0,1
Diarrhea/Dysentery,VUT,0.1259008,0,1
Drowning,VUT,0.0041424,0,1
Encephalitis,VUT,0.0007308,0,1
Falls,VUT,0.0029372,0,1
Fires,VUT,0.0182546,0,1
Hemorrhagic fever,VUT,0.0015491,0,1
Malaria,VUT,0.0031287,0,1
Measles,VUT,0.0026559,0,1
Meningitis,VUT,0.0588669,0,1
Other Cancers,VUT,0.0196132,0,1
Other Cardiovascular Diseases,VUT,0.0257595,0,1
Other Defined Causes of Child Deaths,VUT,0.4059552,0,1
Other Digestive Diseases,VUT,0,0,1
Other Infectious Diseases,VUT,0.1052525,0,1
Pneumonia,VUT,0.2009514,0,1
Poisonings,VUT,0.0037193,0,1
Road Traffic,VUT,0.0087639,0,1
Sepsis,VUT,0.0060069,0,1
Violent Death,VUT,0.0054411,0,1
AIDS,VUT,0,5,0
Bite of Venomous Animal,VUT,0.0008057,5,0
Diarrhea/Dysentery,VUT,0.0318626,5,0
Drowning,VUT,0.048996,5,0
Encephalitis,VUT,0.0008234,5,0
Falls,VUT,0.0100122,5,0
Fires,VUT,0.0114308,5,0
Hemorrhagic fever,VUT,0.0032225,5,0
Malaria,VUT,0.0108174,5,0
Measles,VUT,0.0036469,5,0
Meningitis,VUT,0.0575272,5,0
Other Cancers,VUT,0.1163784,5,0
Other Cardiovascular Diseases,VUT,0.0893349,5,0
Other Defined Causes of Child Deaths,VUT,0.3045929,5,0
Other Digestive Diseases,VUT,0.034825,5,0
Other Infectious Diseases,VUT,0.1190491,5,0
Pneumonia,VUT,0.0575083,5,0
Poisonings,VUT,0.0168668,5,0
Road Traffic,VUT,0.0655181,5,0
Sepsis,VUT,0.0024866,5,0
Violent Death,VUT,0.0142952,5,0
AIDS,VUT,0,5,1
Bite of Venomous Animal,VUT,0.0006558,5,1
Diarrhea/Dysentery,VUT,0.0347993,5,1
Drowning,VUT,0.0626376,5,1
Encephalitis,VUT,0.0009163,5,1
Falls,VUT,0.0072421,5,1
Fires,VUT,0.0650183,5,1
Hemorrhagic fever,VUT,0.0063591,5,1
Malaria,VUT,0.0090707,5,1
Measles,VUT,0.0047809,5,1
Meningitis,VUT,0.064017,5,1
Other Cancers,VUT,0.0966467,5,1
Other Cardiovascular Diseases,VUT,0.0653212,5,1
Other Defined Causes of Child Deaths,VUT,0.2870606,5,1
Other Digestive Diseases,VUT,0.0499713,5,1
Other Infectious Diseases,VUT,0.1034846,5,1
Pneumonia,VUT,0.0545817,5,1
Poisonings,VUT,0.0136466,5,1
Road Traffic,VUT,0.0545683,5,1
Sepsis,VUT,0.0045912,5,1
Violent Death,VUT,0.0146309,5,1
AIDS,VNM,0.0471551,1,0
Bite of Venomous Animal,VNM,0.0028396,1,0
Diarrhea/Dysentery,VNM,0.0263364,1,0
Drowning,VNM,0.2486478,1,0
Encephalitis,VNM,0.0037493,1,0
Falls,VNM,0.0109568,1,0
Fires,VNM,0.0105016,1,0
Hemorrhagic fever,VNM,0.0131821,1,0
Malaria,VNM,0.0013981,1,0
Measles,VNM,0.0642154,1,0
Meningitis,VNM,0.0350285,1,0
Other Cancers,VNM,0.0376821,1,0
Other Cardiovascular Diseases,VNM,0.0199719,1,0
Other Defined Causes of Child Deaths,VNM,0.208517,1,0
Other Digestive Diseases,VNM,0.0239466,1,0
Other Infectious Diseases,VNM,0.0930126,1,0
Pneumonia,VNM,0.1007734,1,0
Poisonings,VNM,0.0073406,1,0
Road Traffic,VNM,0.0317988,1,0
Sepsis,VNM,0.0040467,1,0
Violent Death,VNM,0.0088995,1,0
AIDS,VNM,0.0573189,1,1
Bite of Venomous Animal,VNM,0.0036916,1,1
Diarrhea/Dysentery,VNM,0.0291694,1,1
Drowning,VNM,0.1592313,1,1
Encephalitis,VNM,0.0020078,1,1
Falls,VNM,0.0252568,1,1
Fires,VNM,0.0234421,1,1
Hemorrhagic fever,VNM,0.0157159,1,1
Malaria,VNM,0.0019195,1,1
Measles,VNM,0.0859653,1,1
Meningitis,VNM,0.0187586,1,1
Other Cancers,VNM,0.0341667,1,1
Other Cardiovascular Diseases,VNM,0.0125678,1,1
Other Defined Causes of Child Deaths,VNM,0.2257713,1,1
Other Digestive Diseases,VNM,0.0369247,1,1
Other Infectious Diseases,VNM,0.1000602,1,1
Pneumonia,VNM,0.1232034,1,1
Poisonings,VNM,0.007367,1,1
Road Traffic,VNM,0.0243065,1,1
Sepsis,VNM,0.0060838,1,1
Violent Death,VNM,0.0070715,1,1
AIDS,VNM,0.0078191,10,0
Bite of Venomous Animal,VNM,0.0086165,10,0
Diarrhea/Dysentery,VNM,0.0098935,10,0
Drowning,VNM,0.1816451,10,0
Encephalitis,VNM,0.002834,10,0
Falls,VNM,0.0146815,10,0
Fires,VNM,0.0061058,10,0
Hemorrhagic fever,VNM,0.0214504,10,0
Malaria,VNM,0.0067929,10,0
Measles,VNM,0.009272,10,0
Meningitis,VNM,0.0192831,10,0
Other Cancers,VNM,0.1331382,10,0
Other Cardiovascular Diseases,VNM,0.0282447,10,0
Other Defined Causes of Child Deaths,VNM,0.2436813,10,0
Other Digestive Diseases,VNM,0.0091884,10,0
Other Infectious Diseases,VNM,0.1364485,10,0
Pneumonia,VNM,0.0294684,10,0
Poisonings,VNM,0.0044876,10,0
Road Traffic,VNM,0.1066215,10,0
Sepsis,VNM,0.0040203,10,0
Violent Death,VNM,0.0163073,10,0
AIDS,VNM,0.0108126,10,1
Bite of Venomous Animal,VNM,0.0057149,10,1
Diarrhea/Dysentery,VNM,0.0182916,10,1
Drowning,VNM,0.1551053,10,1
Encephalitis,VNM,0.0042517,10,1
Falls,VNM,0.0132704,10,1
Fires,VNM,0.0139787,10,1
Hemorrhagic fever,VNM,0.0129873,10,1
Malaria,VNM,0.010345,10,1
Measles,VNM,0.0147153,10,1
Meningitis,VNM,0.0289296,10,1
Other Cancers,VNM,0.1436352,10,1
Other Cardiovascular Diseases,VNM,0.0310239,10,1
Other Defined Causes of Child Deaths,VNM,0.2420423,10,1
Other Digestive Diseases,VNM,0.0336372,10,1
Other Infectious Diseases,VNM,0.1398821,10,1
Pneumonia,VNM,0.0306498,10,1
Poisonings,VNM,0.0082521,10,1
Road Traffic,VNM,0.0641175,10,1
Sepsis,VNM,0.0047976,10,1
Violent Death,VNM,0.0135602,10,1
AIDS,VNM,0.018135,0,0
Bite of Venomous Animal,VNM,0.0008479,0,0
Diarrhea/Dysentery,VNM,0.0334329,0,0
Drowning,VNM,0.0297256,0,0
Encephalitis,VNM,0.003602,0,0
Falls,VNM,0.0049816,0,0
Fires,VNM,0.0042542,0,0
Hemorrhagic fever,VNM,0.0098029,0,0
Malaria,VNM,0.0011632,0,0
Measles,VNM,0.0430939,0,0
Meningitis,VNM,0.0350529,0,0
Other Cancers,VNM,0.0136012,0,0
Other Cardiovascular Diseases,VNM,0.0283825,0,0
Other Defined Causes of Child Deaths,VNM,0.3080196,0,0
Other Digestive Diseases,VNM,0,0,0
Other Infectious Diseases,VNM,0.1439009,0,0
Pneumonia,VNM,0.3018543,0,0
Poisonings,VNM,0.0014525,0,0
Road Traffic,VNM,0.0045988,0,0
Sepsis,VNM,0.0091225,0,0
Violent Death,VNM,0.0049755,0,0
AIDS,VNM,0.0205678,0,1
Bite of Venomous Animal,VNM,0.0006937,0,1
Diarrhea/Dysentery,VNM,0.0481081,0,1
Drowning,VNM,0.0232239,0,1
Encephalitis,VNM,0.0023776,0,1
Falls,VNM,0.0074501,0,1
Fires,VNM,0.0219351,0,1
Hemorrhagic fever,VNM,0.0077039,0,1
Malaria,VNM,0.0016965,0,1
Measles,VNM,0.0486491,0,1
Meningitis,VNM,0.0231373,0,1
Other Cancers,VNM,0.0124775,0,1
Other Cardiovascular Diseases,VNM,0.0109826,0,1
Other Defined Causes of Child Deaths,VNM,0.3235716,0,1
Other Digestive Diseases,VNM,0,0,1
Other Infectious Diseases,VNM,0.1474022,0,1
Pneumonia,VNM,0.2831706,0,1
Poisonings,VNM,0.001792,0,1
Road Traffic,VNM,0.0041504,0,1
Sepsis,VNM,0.0075291,0,1
Violent Death,VNM,0.0033809,0,1
AIDS,VNM,0.0146205,5,0
Bite of Venomous Animal,VNM,0.0093843,5,0
Diarrhea/Dysentery,VNM,0.0158808,5,0
Drowning,VNM,0.2105323,5,0
Encephalitis,VNM,0.0028196,5,0
Falls,VNM,0.012659,5,0
Fires,VNM,0.0075067,5,0
Hemorrhagic fever,VNM,0.0229705,5,0
Malaria,VNM,0.0062118,5,0
Measles,VNM,0.0314998,5,0
Meningitis,VNM,0.022429,5,0
Other Cancers,VNM,0.1172399,5,0
Other Cardiovascular Diseases,VNM,0.0233997,5,0
Other Defined Causes of Child Deaths,VNM,0.1768548,5,0
Other Digestive Diseases,VNM,0.0099485,5,0
Other Infectious Diseases,VNM,0.1676127,5,0
Pneumonia,VNM,0.0420165,5,0
Poisonings,VNM,0.003305,5,0
Road Traffic,VNM,0.0883183,5,0
Sepsis,VNM,0.0028142,5,0
Violent Death,VNM,0.0119759,5,0
AIDS,VNM,0.0170518,5,1
Bite of Venomous Animal,VNM,0.0107068,5,1
Diarrhea/Dysentery,VNM,0.0261564,5,1
Drowning,VNM,0.1641638,5,1
Encephalitis,VNM,0.0032253,5,1
Falls,VNM,0.015224,5,1
Fires,VNM,0.0183615,5,1
Hemorrhagic fever,VNM,0.0307047,5,1
Malaria,VNM,0.0105514,5,1
Measles,VNM,0.0420462,5,1
Meningitis,VNM,0.0256564,5,1
Other Cancers,VNM,0.117118,5,1
Other Cardiovascular Diseases,VNM,0.0200065,5,1
Other Defined Causes of Child Deaths,VNM,0.1823714,5,1
Other Digestive Diseases,VNM,0.0334123,5,1
Other Infectious Diseases,VNM,0.1672116,5,1
Pneumonia,VNM,0.0464832,5,1
Poisonings,VNM,0.0050479,5,1
Road Traffic,VNM,0.0511449,5,1
Sepsis,VNM,0.003726,5,1
Violent Death,VNM,0.0096298,5,1
AIDS,VEN,0.1254014,1,0
Bite of Venomous Animal,VEN,0.0036359,1,0
Diarrhea/Dysentery,VEN,0.1115393,1,0
Drowning,VEN,0.0589586,1,0
Encephalitis,VEN,0.0011871,1,0
Falls,VEN,0.0125754,1,0
Fires,VEN,0.0155181,1,0
Hemorrhagic fever,VEN,0.0026393,1,0
Malaria,VEN,0.0005118,1,0
Measles,VEN,0.0022158,1,0
Meningitis,VEN,0.0219492,1,0
Other Cancers,VEN,0.061039,1,0
Other Cardiovascular Diseases,VEN,0.0115022,1,0
Other Defined Causes of Child Deaths,VEN,0.2699806,1,0
Other Digestive Diseases,VEN,0.0110418,1,0
Other Infectious Diseases,VEN,0.0600716,1,0
Pneumonia,VEN,0.1107527,1,0
Poisonings,VEN,0.0051357,1,0
Road Traffic,VEN,0.0766433,1,0
Sepsis,VEN,0.0001883,1,0
Violent Death,VEN,0.0375128,1,0
AIDS,VEN,0.1411963,1,1
Bite of Venomous Animal,VEN,0.001281,1,1
Diarrhea/Dysentery,VEN,0.1173473,1,1
Drowning,VEN,0.0443357,1,1
Encephalitis,VEN,0.0011274,1,1
Falls,VEN,0.008753,1,1
Fires,VEN,0.0106443,1,1
Hemorrhagic fever,VEN,0.0021851,1,1
Malaria,VEN,0.0004165,1,1
Measles,VEN,0.0023454,1,1
Meningitis,VEN,0.0208467,1,1
Other Cancers,VEN,0.0538651,1,1
Other Cardiovascular Diseases,VEN,0.0121955,1,1
Other Defined Causes of Child Deaths,VEN,0.2990457,1,1
Other Digestive Diseases,VEN,0.0095376,1,1
Other Infectious Diseases,VEN,0.058957,1,1
Pneumonia,VEN,0.1126444,1,1
Poisonings,VEN,0.0059471,1,1
Road Traffic,VEN,0.0602718,1,1
Sepsis,VEN,0.0003386,1,1
Violent Death,VEN,0.0367186,1,1
AIDS,VEN,0.1524142,10,0
Bite of Venomous Animal,VEN,0.0041367,10,0
Diarrhea/Dysentery,VEN,0.0070721,10,0
Drowning,VEN,0.0714131,10,0
Encephalitis,VEN,0.00095,10,0
Falls,VEN,0.0193157,10,0
Fires,VEN,0.0049061,10,0
Hemorrhagic fever,VEN,0.0026513,10,0
Malaria,VEN,0.0004245,10,0
Measles,VEN,0.0003834,10,0
Meningitis,VEN,0.0130826,10,0
Other Cancers,VEN,0.0992445,10,0
Other Cardiovascular Diseases,VEN,0.0225218,10,0
Other Defined Causes of Child Deaths,VEN,0.2183549,10,0
Other Digestive Diseases,VEN,0.0091427,10,0
Other Infectious Diseases,VEN,0.0280912,10,0
Pneumonia,VEN,0.0301183,10,0
Poisonings,VEN,0.0021692,10,0
Road Traffic,VEN,0.1757912,10,0
Sepsis,VEN,0.0002968,10,0
Violent Death,VEN,0.1375198,10,0
AIDS,VEN,0.2271248,10,1
Bite of Venomous Animal,VEN,0.0013859,10,1
Diarrhea/Dysentery,VEN,0.008392,10,1
Drowning,VEN,0.0377802,10,1
Encephalitis,VEN,0.0011682,10,1
Falls,VEN,0.0066191,10,1
Fires,VEN,0.0048104,10,1
Hemorrhagic fever,VEN,0.0028819,10,1
Malaria,VEN,0.00059,10,1
Measles,VEN,0.0004868,10,1
Meningitis,VEN,0.0160886,10,1
Other Cancers,VEN,0.1212909,10,1
Other Cardiovascular Diseases,VEN,0.0319652,10,1
Other Defined Causes of Child Deaths,VEN,0.2435482,10,1
Other Digestive Diseases,VEN,0.0131423,10,1
Other Infectious Diseases,VEN,0.032687,10,1
Pneumonia,VEN,0.0375322,10,1
Poisonings,VEN,0.0014727,10,1
Road Traffic,VEN,0.1290019,10,1
Sepsis,VEN,0.000487,10,1
Violent Death,VEN,0.0815448,10,1
AIDS,VEN,0.0228482,0,0
