gs_text34,iso3,weight,age,sex
AIDS,BRB,0.04214137,5,1
Bite of Venomous Animal,BRB,0.00001991,5,1
Diarrhea/Dysentery,BRB,0.02170404,5,1
Drowning,BRB,0.00123244,5,1
Encephalitis,BRB,0.00040543,5,1
Falls,BRB,0.00421694,5,1
Fires,BRB,0.00088833,5,1
Hemorrhagic fever,BRB,0.03678087,5,1
Malaria,BRB,0,5,1
Measles,BRB,0.00039441,5,1
Meningitis,BRB,0.00702461,5,1
Other Cancers,BRB,0.27254956,5,1
Other Cardiovascular Diseases,BRB,0.10057031,5,1
Other Defined Causes of Child Deaths,BRB,0.35530905,5,1
Other Digestive Diseases,BRB,0.01372654,5,1
Other Infectious Diseases,BRB,0.07721957,5,1
Pneumonia,BRB,0.04284262,5,1
Poisonings,BRB,0.00475883,5,1
Road Traffic,BRB,0.00627315,5,1
Sepsis,BRB,0.01143811,5,1
Violent Death,BRB,0.00050391,5,1
AIDS,BRA,0.00440938,1,0
Bite of Venomous Animal,BRA,0.00010704,1,0
Diarrhea/Dysentery,BRA,0.0781704,1,0
Drowning,BRA,0.00890746,1,0
Encephalitis,BRA,0.00686962,1,0
Falls,BRA,0.00591383,1,0
Fires,BRA,0.00091863,1,0
Hemorrhagic fever,BRA,0.00060612,1,0
Malaria,BRA,0.00215198,1,0
Measles,BRA,0.00070706,1,0
Meningitis,BRA,0.03010731,1,0
Other Cancers,BRA,0.17345332,1,0
Other Cardiovascular Diseases,BRA,0.10088219,1,0
Other Defined Causes of Child Deaths,BRA,0.32451693,1,0
Other Digestive Diseases,BRA,0.01809401,1,0
Other Infectious Diseases,BRA,0.10013073,1,0
Pneumonia,BRA,0.12817193,1,0
Poisonings,BRA,0.00228983,1,0
Road Traffic,BRA,0.01062749,1,0
Sepsis,BRA,0.00249297,1,0
Violent Death,BRA,0.00047178,1,0
AIDS,BRA,0.00592277,1,1
Bite of Venomous Animal,BRA,0.00007151,1,1
Diarrhea/Dysentery,BRA,0.08832642,1,1
Drowning,BRA,0.00526216,1,1
Encephalitis,BRA,0.00634363,1,1
Falls,BRA,0.00506807,1,1
Fires,BRA,0.00078473,1,1
Hemorrhagic fever,BRA,0.00096121,1,1
Malaria,BRA,0.0014679,1,1
Measles,BRA,0.00081344,1,1
Meningitis,BRA,0.02780215,1,1
Other Cancers,BRA,0.1545948,1,1
Other Cardiovascular Diseases,BRA,0.10405174,1,1
Other Defined Causes of Child Deaths,BRA,0.32514832,1,1
Other Digestive Diseases,BRA,0.01881481,1,1
Other Infectious Diseases,BRA,0.10374219,1,1
Pneumonia,BRA,0.13755285,1,1
Poisonings,BRA,0.00203781,1,1
Road Traffic,BRA,0.00799754,1,1
Sepsis,BRA,0.00281625,1,1
Violent Death,BRA,0.0004197,1,1
AIDS,BRA,0.00959899,10,0
Bite of Venomous Animal,BRA,0.00011765,10,0
Diarrhea/Dysentery,BRA,0.00963942,10,0
Drowning,BRA,0.01685563,10,0
Encephalitis,BRA,0.00519813,10,0
Falls,BRA,0.00982332,10,0
Fires,BRA,0.00029916,10,0
Hemorrhagic fever,BRA,0.0009719,10,0
Malaria,BRA,0.00142141,10,0
Measles,BRA,0.00014624,10,0
Meningitis,BRA,0.01669364,10,0
Other Cancers,BRA,0.27644911,10,0
Other Cardiovascular Diseases,BRA,0.1858052,10,0
Other Defined Causes of Child Deaths,BRA,0.27098077,10,0
Other Digestive Diseases,BRA,0.01814335,10,0
Other Infectious Diseases,BRA,0.0838442,10,0
Pneumonia,BRA,0.05378768,10,0
Poisonings,BRA,0.00099249,10,0
Road Traffic,BRA,0.03288374,10,0
Sepsis,BRA,0.00324077,10,0
Violent Death,BRA,0.00310719,10,0
AIDS,BRA,0.01212444,10,1
Bite of Venomous Animal,BRA,0.00004667,10,1
Diarrhea/Dysentery,BRA,0.00965013,10,1
Drowning,BRA,0.00814576,10,1
Encephalitis,BRA,0.00516366,10,1
Falls,BRA,0.00342152,10,1
Fires,BRA,0.00029186,10,1
Hemorrhagic fever,BRA,0.00128352,10,1
Malaria,BRA,0.00136899,10,1
Measles,BRA,0.00019918,10,1
Meningitis,BRA,0.01658296,10,1
Other Cancers,BRA,0.27792551,10,1
Other Cardiovascular Diseases,BRA,0.19764763,10,1
Other Defined Causes of Child Deaths,BRA,0.27257744,10,1
Other Digestive Diseases,BRA,0.0274669,10,1
Other Infectious Diseases,BRA,0.08046563,10,1
Pneumonia,BRA,0.05923742,10,1
Poisonings,BRA,0.00067394,10,1
Road Traffic,BRA,0.0216728,10,1
Sepsis,BRA,0.00283853,10,1
Violent Death,BRA,0.0012155,10,1
AIDS,BRA,0.00030828,0,0
Bite of Venomous Animal,BRA,5.49E-06,0,0
Diarrhea/Dysentery,BRA,0.1448845,0,0
Drowning,BRA,0.00025886,0,0
Encephalitis,BRA,0.00441351,0,0
Falls,BRA,0.00210713,0,0
Fires,BRA,0.0001825,0,0
Hemorrhagic fever,BRA,0.00015494,0,0
Malaria,BRA,0.00094284,0,0
Measles,BRA,0.0004999,0,0
Meningitis,BRA,0.02010847,0,0
Other Cancers,BRA,0.01431563,0,0
Other Cardiovascular Diseases,BRA,0.08590505,0,0
Other Defined Causes of Child Deaths,BRA,0.52557584,0,0
Other Digestive Diseases,BRA,0,0,0
Other Infectious Diseases,BRA,0.04305758,0,0
Pneumonia,BRA,0.15310012,0,0
Poisonings,BRA,0.00035589,0,0
Road Traffic,BRA,0.00130169,0,0
Sepsis,BRA,0.00231906,0,0
Violent Death,BRA,0.00020273,0,0
AIDS,BRA,0.00040654,0,1
Bite of Venomous Animal,BRA,3.12E-06,0,1
Diarrhea/Dysentery,BRA,0.13661554,0,1
Drowning,BRA,0.0002148,0,1
Encephalitis,BRA,0.00404301,0,1
Falls,BRA,0.00173804,0,1
Fires,BRA,0.00018267,0,1
Hemorrhagic fever,BRA,0.00027035,0,1
Malaria,BRA,0.00053407,0,1
Measles,BRA,0.00044766,0,1
Meningitis,BRA,0.0184203,0,1
Other Cancers,BRA,0.01609158,0,1
Other Cardiovascular Diseases,BRA,0.08048665,0,1
Other Defined Causes of Child Deaths,BRA,0.54332383,0,1
Other Digestive Diseases,BRA,0,0,1
Other Infectious Diseases,BRA,0.04772821,0,1
Pneumonia,BRA,0.14413142,0,1
Poisonings,BRA,0.0003623,0,1
Road Traffic,BRA,0.00130091,0,1
Sepsis,BRA,0.00351076,0,1
Violent Death,BRA,0.00018823,0,1
AIDS,BRA,0.00749857,5,0
Bite of Venomous Animal,BRA,0.00018396,5,0
Diarrhea/Dysentery,BRA,0.01771815,5,0
Drowning,BRA,0.01257449,5,0
Encephalitis,BRA,0.00635772,5,0
Falls,BRA,0.00846313,5,0
Fires,BRA,0.00065287,5,0
Hemorrhagic fever,BRA,0.00162988,5,0
Malaria,BRA,0.00124561,5,0
Measles,BRA,0.00032334,5,0
Meningitis,BRA,0.02385856,5,0
Other Cancers,BRA,0.31950346,5,0
Other Cardiovascular Diseases,BRA,0.1311728,5,0
Other Defined Causes of Child Deaths,BRA,0.24250097,5,0
Other Digestive Diseases,BRA,0.01841013,5,0
Other Infectious Diseases,BRA,0.11333779,5,0
Pneumonia,BRA,0.06191582,5,0
Poisonings,BRA,0.00100086,5,0
Road Traffic,BRA,0.02882376,5,0
Sepsis,BRA,0.00204151,5,0
Violent Death,BRA,0.00078663,5,0
AIDS,BRA,0.00977534,5,1
Bite of Venomous Animal,BRA,0.00010546,5,1
Diarrhea/Dysentery,BRA,0.02540593,5,1
Drowning,BRA,0.00616044,5,1
Encephalitis,BRA,0.00653699,5,1
Falls,BRA,0.00513587,5,1
Fires,BRA,0.00068974,5,1
Hemorrhagic fever,BRA,0.00207601,5,1
Malaria,BRA,0.00159927,5,1
Measles,BRA,0.0003673,5,1
Meningitis,BRA,0.02453115,5,1
Other Cancers,BRA,0.30787281,5,1
Other Cardiovascular Diseases,BRA,0.13880009,5,1
Other Defined Causes of Child Deaths,BRA,0.23996606,5,1
Other Digestive Diseases,BRA,0.02162341,5,1
Other Infectious Diseases,BRA,0.10916097,5,1
Pneumonia,BRA,0.0738147,5,1
Poisonings,BRA,0.00075575,5,1
Road Traffic,BRA,0.02195486,5,1
Sepsis,BRA,0.00306452,5,1
Violent Death,BRA,0.00060331,5,1
AIDS,BOL,0.00285049,1,0
Bite of Venomous Animal,BOL,0.00003833,1,0
Diarrhea/Dysentery,BOL,0.29788629,1,0
Drowning,BOL,0.00540853,1,0
Encephalitis,BOL,0.00045672,1,0
Falls,BOL,0.0037501,1,0
Fires,BOL,0.0009052,1,0
Hemorrhagic fever,BOL,0.00017001,1,0
Malaria,BOL,0.0027195,1,0
Measles,BOL,0.00888647,1,0
Meningitis,BOL,0.01507184,1,0
Other Cancers,BOL,0.03986259,1,0
Other Cardiovascular Diseases,BOL,0.07454318,1,0
Other Defined Causes of Child Deaths,BOL,0.22645143,1,0
Other Digestive Diseases,BOL,0.02666222,1,0
Other Infectious Diseases,BOL,0.07161548,1,0
Pneumonia,BOL,0.20936986,1,0
Poisonings,BOL,0.00536569,1,0
Road Traffic,BOL,0.00714272,1,0
Sepsis,BOL,0.00071124,1,0
Violent Death,BOL,0.00013214,1,0
AIDS,BOL,0.00297044,1,1
Bite of Venomous Animal,BOL,0.00005925,1,1
Diarrhea/Dysentery,BOL,0.30370763,1,1
Drowning,BOL,0.00341322,1,1
Encephalitis,BOL,0.0004464,1,1
Falls,BOL,0.00238078,1,1
Fires,BOL,0.00076858,1,1
Hemorrhagic fever,BOL,0.00032834,1,1
Malaria,BOL,0.00150306,1,1
Measles,BOL,0.00891273,1,1
Meningitis,BOL,0.01473287,1,1
Other Cancers,BOL,0.04272507,1,1
Other Cardiovascular Diseases,BOL,0.0744155,1,1
Other Defined Causes of Child Deaths,BOL,0.23103232,1,1
Other Digestive Diseases,BOL,0.02787304,1,1
Other Infectious Diseases,BOL,0.06752841,1,1
Pneumonia,BOL,0.20647887,1,1
Poisonings,BOL,0.00352799,1,1
Road Traffic,BOL,0.00513523,1,1
Sepsis,BOL,0.00193454,1,1
Violent Death,BOL,0.00012573,1,1
AIDS,BOL,0.00686102,10,0
Bite of Venomous Animal,BOL,0.00020487,10,0
Diarrhea/Dysentery,BOL,0.02357196,10,0
Drowning,BOL,0.00811673,10,0
Encephalitis,BOL,0.00032496,10,0
Falls,BOL,0.00642403,10,0
Fires,BOL,0.00050336,10,0
Hemorrhagic fever,BOL,0.00046437,10,0
Malaria,BOL,0.00372868,10,0
Measles,BOL,0.00028094,10,0
Meningitis,BOL,0.01686329,10,0
Other Cancers,BOL,0.1982099,10,0
Other Cardiovascular Diseases,BOL,0.19421373,10,0
Other Defined Causes of Child Deaths,BOL,0.27890236,10,0
Other Digestive Diseases,BOL,0.0377135,10,0
Other Infectious Diseases,BOL,0.10311408,10,0
Pneumonia,BOL,0.09051757,10,0
Poisonings,BOL,0.0050693,10,0
Road Traffic,BOL,0.0224878,10,0
Sepsis,BOL,0.00190276,10,0
Violent Death,BOL,0.00052479,10,0
AIDS,BOL,0.00761986,10,1
Bite of Venomous Animal,BOL,0.00015441,10,1
Diarrhea/Dysentery,BOL,0.02823875,10,1
Drowning,BOL,0.00363745,10,1
Encephalitis,BOL,0.00028997,10,1
Falls,BOL,0.00314926,10,1
Fires,BOL,0.00043157,10,1
Hemorrhagic fever,BOL,0.00042466,10,1
Malaria,BOL,0.00449224,10,1
Measles,BOL,0.00045996,10,1
Meningitis,BOL,0.01504727,10,1
Other Cancers,BOL,0.18612365,10,1
Other Cardiovascular Diseases,BOL,0.19879606,10,1
Other Defined Causes of Child Deaths,BOL,0.28168058,10,1
Other Digestive Diseases,BOL,0.04358713,10,1
Other Infectious Diseases,BOL,0.10646824,10,1
Pneumonia,BOL,0.09758333,10,1
Poisonings,BOL,0.00404773,10,1
Road Traffic,BOL,0.01373878,10,1
Sepsis,BOL,0.00368605,10,1
Violent Death,BOL,0.00034303,10,1
AIDS,BOL,0.00039391,0,0
Bite of Venomous Animal,BOL,5.88E-06,0,0
Diarrhea/Dysentery,BOL,0.28450156,0,0
Drowning,BOL,0.00033565,0,0
Encephalitis,BOL,0.00048121,0,0
Falls,BOL,0.00103214,0,0
Fires,BOL,0.00020022,0,0
Hemorrhagic fever,BOL,0.00010382,0,0
Malaria,BOL,0.00127252,0,0
Measles,BOL,0.00316026,0,0
Meningitis,BOL,0.01493642,0,0
Other Cancers,BOL,0.00771895,0,0
Other Cardiovascular Diseases,BOL,0.07144041,0,0
Other Defined Causes of Child Deaths,BOL,0.27021898,0,0
Other Digestive Diseases,BOL,0,0,0
Other Infectious Diseases,BOL,0.09255293,0,0
Pneumonia,BOL,0.24890912,0,0
Poisonings,BOL,0.00091746,0,0
Road Traffic,BOL,0.00106481,0,0
Sepsis,BOL,0.00070892,0,0
Violent Death,BOL,0.0000448,0,0
AIDS,BOL,0.00043568,0,1
Bite of Venomous Animal,BOL,0.0000118,0,1
Diarrhea/Dysentery,BOL,0.28402201,0,1
Drowning,BOL,0.00027236,0,1
Encephalitis,BOL,0.00043933,0,1
Falls,BOL,0.00067127,0,1
Fires,BOL,0.00017783,0,1
Hemorrhagic fever,BOL,0.00010737,0,1
Malaria,BOL,0.00068259,0,1
Measles,BOL,0.00329854,0,1
Meningitis,BOL,0.01363735,0,1
Other Cancers,BOL,0.01118534,0,1
Other Cardiovascular Diseases,BOL,0.06338935,0,1
Other Defined Causes of Child Deaths,BOL,0.26878363,0,1
Other Digestive Diseases,BOL,0,0,1
Other Infectious Diseases,BOL,0.09613119,0,1
Pneumonia,BOL,0.2535821,0,1
Poisonings,BOL,0.00062494,0,1
Road Traffic,BOL,0.00094892,0,1
Sepsis,BOL,0.00155673,0,1
Violent Death,BOL,0.00004167,0,1
AIDS,BOL,0.00479252,5,0
Bite of Venomous Animal,BOL,0.00022872,5,0
Diarrhea/Dysentery,BOL,0.05238691,5,0
Drowning,BOL,0.00761855,5,0
Encephalitis,BOL,0.00051006,5,0
Falls,BOL,0.00641728,5,0
Fires,BOL,0.000857,5,0
Hemorrhagic fever,BOL,0.00045795,5,0
Malaria,BOL,0.00395242,5,0
Measles,BOL,0.00056664,5,0
Meningitis,BOL,0.02130888,5,0
Other Cancers,BOL,0.16275072,5,0
Other Cardiovascular Diseases,BOL,0.16291796,5,0
Other Defined Causes of Child Deaths,BOL,0.25355076,5,0
Other Digestive Diseases,BOL,0.03802552,5,0
Other Infectious Diseases,BOL,0.11670929,5,0
Pneumonia,BOL,0.13590067,5,0
Poisonings,BOL,0.00557548,5,0
Road Traffic,BOL,0.02415321,5,0
Sepsis,BOL,0.00106702,5,0
Violent Death,BOL,0.00025245,5,0
AIDS,BOL,0.00592828,5,1
Bite of Venomous Animal,BOL,0.00022068,5,1
Diarrhea/Dysentery,BOL,0.05832625,5,1
Drowning,BOL,0.00374566,5,1
Encephalitis,BOL,0.00051295,5,1
Falls,BOL,0.00419073,5,1
Fires,BOL,0.00085372,5,1
Hemorrhagic fever,BOL,0.00071827,5,1
Malaria,BOL,0.00540837,5,1
Measles,BOL,0.00063472,5,1
Meningitis,BOL,0.02142859,5,1
Other Cancers,BOL,0.15482456,5,1
Other Cardiovascular Diseases,BOL,0.15099965,5,1
Other Defined Causes of Child Deaths,BOL,0.26461699,5,1
Other Digestive Diseases,BOL,0.04392399,5,1
Other Infectious Diseases,BOL,0.12128108,5,1
Pneumonia,BOL,0.13645733,5,1
Poisonings,BOL,0.00411723,5,1
Road Traffic,BOL,0.01866248,5,1
Sepsis,BOL,0.00289729,5,1
Violent Death,BOL,0.00025119,5,1
AIDS,BLZ,0.14684475,1,0
Bite of Venomous Animal,BLZ,0.00005532,1,0
Diarrhea/Dysentery,BLZ,0.06615645,1,0
Drowning,BLZ,0.00784236,1,0
Encephalitis,BLZ,0.00060145,1,0
Falls,BLZ,0.0026539,1,0
Fires,BLZ,0.00153893,1,0
Hemorrhagic fever,BLZ,0.0239717,1,0
Malaria,BLZ,0.00422955,1,0
Measles,BLZ,0.00038354,1,0
Meningitis,BLZ,0.01333858,1,0
Other Cancers,BLZ,0.08719306,1,0
Other Cardiovascular Diseases,BLZ,0.08284935,1,0
Other Defined Causes of Child Deaths,BLZ,0.35272215,1,0
Other Digestive Diseases,BLZ,0.02808669,1,0
Other Infectious Diseases,BLZ,0.05719459,1,0
Pneumonia,BLZ,0.10616565,1,0
Poisonings,BLZ,0.00504547,1,0
Road Traffic,BLZ,0.01065461,1,0
Sepsis,BLZ,0.00208974,1,0
Violent Death,BLZ,0.00038215,1,0
AIDS,BLZ,0.1560227,1,1
Bite of Venomous Animal,BLZ,0.00002058,1,1
Diarrhea/Dysentery,BLZ,0.0666736,1,1
Drowning,BLZ,0.0048693,1,1
Encephalitis,BLZ,0.00054281,1,1
Falls,BLZ,0.00209046,1,1
Fires,BLZ,0.00105531,1,1
Hemorrhagic fever,BLZ,0.02422254,1,1
Malaria,BLZ,0.00184105,1,1
Measles,BLZ,0.00039089,1,1
Meningitis,BLZ,0.01203732,1,1
Other Cancers,BLZ,0.09678386,1,1
Other Cardiovascular Diseases,BLZ,0.07096862,1,1
Other Defined Causes of Child Deaths,BLZ,0.33455658,1,1
Other Digestive Diseases,BLZ,0.02867356,1,1
Other Infectious Diseases,BLZ,0.05261284,1,1
Pneumonia,BLZ,0.12774059,1,1
Poisonings,BLZ,0.0035997,1,1
Road Traffic,BLZ,0.00897523,1,1
Sepsis,BLZ,0.00606333,1,1
Violent Death,BLZ,0.00025912,1,1
AIDS,BLZ,0.17878693,10,0
Bite of Venomous Animal,BLZ,0.00007439,10,0
Diarrhea/Dysentery,BLZ,0.00978103,10,0
Drowning,BLZ,0.01081507,10,0
Encephalitis,BLZ,0.00039253,10,0
Falls,BLZ,0.00416101,10,0
Fires,BLZ,0.0004191,10,0
Hemorrhagic fever,BLZ,0.01728669,10,0
Malaria,BLZ,0.00702402,10,0
Measles,BLZ,0.00022958,10,0
Meningitis,BLZ,0.00526613,10,0
Other Cancers,BLZ,0.18086509,10,0
Other Cardiovascular Diseases,BLZ,0.11240999,10,0
Other Defined Causes of Child Deaths,BLZ,0.33784412,10,0
Other Digestive Diseases,BLZ,0.01210127,10,0
Other Infectious Diseases,BLZ,0.06555409,10,0
Pneumonia,BLZ,0.03737128,10,0
Poisonings,BLZ,0.00365819,10,0
Road Traffic,BLZ,0.01181417,10,0
Sepsis,BLZ,0.00327096,10,0
Violent Death,BLZ,0.00087436,10,0
AIDS,BLZ,0.18542622,10,1
Bite of Venomous Animal,BLZ,0.00005914,10,1
Diarrhea/Dysentery,BLZ,0.00873058,10,1
Drowning,BLZ,0.00451331,10,1
Encephalitis,BLZ,0.00042011,10,1
Falls,BLZ,0.00344177,10,1
Fires,BLZ,0.00034059,10,1
Hemorrhagic fever,BLZ,0.01418152,10,1
Malaria,BLZ,0.01741491,10,1
Measles,BLZ,0.000483,10,1
Meningitis,BLZ,0.00563589,10,1
Other Cancers,BLZ,0.1516829,10,1
Other Cardiovascular Diseases,BLZ,0.12164746,10,1
Other Defined Causes of Child Deaths,BLZ,0.35778719,10,1
Other Digestive Diseases,BLZ,0.01396275,10,1
Other Infectious Diseases,BLZ,0.05623554,10,1
Pneumonia,BLZ,0.03122472,10,1
Poisonings,BLZ,0.00279221,10,1
Road Traffic,BLZ,0.00684867,10,1
Sepsis,BLZ,0.01660223,10,1
Violent Death,BLZ,0.0005693,10,1
AIDS,BLZ,0.02526784,0,0
Bite of Venomous Animal,BLZ,0.00007455,0,0
Diarrhea/Dysentery,BLZ,0.11932836,0,0
Drowning,BLZ,0.00044296,0,0
Encephalitis,BLZ,0.00053279,0,0
Falls,BLZ,0.00192954,0,0
Fires,BLZ,0.00035782,0,0
Hemorrhagic fever,BLZ,0.01244489,0,0
Malaria,BLZ,0.00229726,0,0
Measles,BLZ,0.00022573,0,0
Meningitis,BLZ,0.01255479,0,0
Other Cancers,BLZ,0.01556766,0,0
Other Cardiovascular Diseases,BLZ,0.04716516,0,0
Other Defined Causes of Child Deaths,BLZ,0.51708511,0,0
Other Digestive Diseases,BLZ,0,0,0
Other Infectious Diseases,BLZ,0.04741055,0,0
Pneumonia,BLZ,0.18990188,0,0
Poisonings,BLZ,0.00115287,0,0
Road Traffic,BLZ,0.0028389,0,0
Sepsis,BLZ,0.0032187,0,0
Violent Death,BLZ,0.00020263,0,0
AIDS,BLZ,0.03091621,0,1
Bite of Venomous Animal,BLZ,0.0000142,0,1
Diarrhea/Dysentery,BLZ,0.09991974,0,1
Drowning,BLZ,0.00022407,0,1
Encephalitis,BLZ,0.00066514,0,1
Falls,BLZ,0.00192307,0,1
Fires,BLZ,0.00030922,0,1
Hemorrhagic fever,BLZ,0.0137675,0,1
Malaria,BLZ,0.00125928,0,1
Measles,BLZ,0.00024711,0,1
Meningitis,BLZ,0.01567488,0,1
Other Cancers,BLZ,0.01477242,0,1
Other Cardiovascular Diseases,BLZ,0.06728774,0,1
Other Defined Causes of Child Deaths,BLZ,0.50675604,0,1
Other Digestive Diseases,BLZ,0,0,1
Other Infectious Diseases,BLZ,0.05593081,0,1
Pneumonia,BLZ,0.17933745,0,1
Poisonings,BLZ,0.00209314,0,1
Road Traffic,BLZ,0.00198737,0,1
Sepsis,BLZ,0.0067625,0,1
Violent Death,BLZ,0.00015212,0,1
AIDS,BLZ,0.14927343,5,0
Bite of Venomous Animal,BLZ,0.00013806,5,0
Diarrhea/Dysentery,BLZ,0.02502684,5,0
Drowning,BLZ,0.00779681,5,0
Encephalitis,BLZ,0.00070775,5,0
Falls,BLZ,0.00278908,5,0
Fires,BLZ,0.00097418,5,0
Hemorrhagic fever,BLZ,0.0230971,5,0
Malaria,BLZ,0.00761029,5,0
Measles,BLZ,0.00101783,5,0
Meningitis,BLZ,0.01226241,5,0
Other Cancers,BLZ,0.17736056,5,0
Other Cardiovascular Diseases,BLZ,0.08196342,5,0
Other Defined Causes of Child Deaths,BLZ,0.32865452,5,0
Other Digestive Diseases,BLZ,0.02029088,5,0
Other Infectious Diseases,BLZ,0.08248501,5,0
Pneumonia,BLZ,0.04744772,5,0
Poisonings,BLZ,0.00353122,5,0
Road Traffic,BLZ,0.02368267,5,0
Sepsis,BLZ,0.00333026,5,0
Violent Death,BLZ,0.00055996,5,0
AIDS,BLZ,0.15934911,5,1
Bite of Venomous Animal,BLZ,0.0000551,5,1
Diarrhea/Dysentery,BLZ,0.02363302,5,1
Drowning,BLZ,0.00362995,5,1
Encephalitis,BLZ,0.00068939,5,1
Falls,BLZ,0.00325921,5,1
Fires,BLZ,0.00072035,5,1
Hemorrhagic fever,BLZ,0.02827588,5,1
Malaria,BLZ,0.01898076,5,1
Measles,BLZ,0.00088495,5,1
Meningitis,BLZ,0.01194346,5,1
Other Cancers,BLZ,0.16429764,5,1
Other Cardiovascular Diseases,BLZ,0.09733263,5,1
Other Defined Causes of Child Deaths,BLZ,0.31110021,5,1
Other Digestive Diseases,BLZ,0.02056027,5,1
Other Infectious Diseases,BLZ,0.08606707,5,1
Pneumonia,BLZ,0.03899163,5,1
Poisonings,BLZ,0.00306671,5,1
Road Traffic,BLZ,0.01450745,5,1
Sepsis,BLZ,0.01238129,5,1
Violent Death,BLZ,0.00027394,5,1
AIDS,BLR,0.00027309,1,0
Bite of Venomous Animal,BLR,0.0000777,1,0
Diarrhea/Dysentery,BLR,0.02183548,1,0
Drowning,BLR,0.01407826,1,0
Encephalitis,BLR,0.00540464,1,0
Falls,BLR,0.01390877,1,0
Fires,BLR,0.00334602,1,0
Hemorrhagic fever,BLR,0.00101597,1,0
Malaria,BLR,0,1,0
Measles,BLR,0.00103466,1,0
Meningitis,BLR,0.00655316,1,0
Other Cancers,BLR,0.22391236,1,0
Other Cardiovascular Diseases,BLR,0.01220207,1,0
Other Defined Causes of Child Deaths,BLR,0.45615902,1,0
Other Digestive Diseases,BLR,0.01712122,1,0
Other Infectious Diseases,BLR,0.0523656,1,0
Pneumonia,BLR,0.06288864,1,0
Poisonings,BLR,0.09385871,1,0
Road Traffic,BLR,0.01338101,1,0
Sepsis,BLR,0.00041862,1,0
Violent Death,BLR,0.00016499,1,0
AIDS,BLR,0.00032118,1,1
Bite of Venomous Animal,BLR,0.00003424,1,1
Diarrhea/Dysentery,BLR,0.02177109,1,1
Drowning,BLR,0.01202246,1,1
Encephalitis,BLR,0.00557179,1,1
Falls,BLR,0.01128674,1,1
Fires,BLR,0.00249781,1,1
Hemorrhagic fever,BLR,0.00132541,1,1
Malaria,BLR,0,1,1
Measles,BLR,0.0015622,1,1
Meningitis,BLR,0.00675578,1,1
Other Cancers,BLR,0.24999376,1,1
Other Cardiovascular Diseases,BLR,0.0181585,1,1
Other Defined Causes of Child Deaths,BLR,0.47140532,1,1
Other Digestive Diseases,BLR,0.0118327,1,1
Other Infectious Diseases,BLR,0.05245478,1,1
Pneumonia,BLR,0.03777875,1,1
Poisonings,BLR,0.0830364,1,1
Road Traffic,BLR,0.0112195,1,1
Sepsis,BLR,0.00070069,1,1
Violent Death,BLR,0.00027089,1,1
AIDS,BLR,0.00052012,10,0
Bite of Venomous Animal,BLR,0.00011016,10,0
Diarrhea/Dysentery,BLR,0.00328725,10,0
Drowning,BLR,0.02208554,10,0
Encephalitis,BLR,0.00237238,10,0
Falls,BLR,0.01120337,10,0
Fires,BLR,0.00078151,10,0
Hemorrhagic fever,BLR,0.00065246,10,0
Malaria,BLR,0,10,0
Measles,BLR,0.00029295,10,0
Meningitis,BLR,0.00240547,10,0
Other Cancers,BLR,0.31727388,10,0
Other Cardiovascular Diseases,BLR,0.0341778,10,0
Other Defined Causes of Child Deaths,BLR,0.51057409,10,0
Other Digestive Diseases,BLR,0.0079257,10,0
Other Infectious Diseases,BLR,0.01994367,10,0
Pneumonia,BLR,0.0137261,10,0
Poisonings,BLR,0.02344783,10,0
Road Traffic,BLR,0.02847848,10,0
Sepsis,BLR,0.00046332,10,0
Violent Death,BLR,0.0002779,10,0
AIDS,BLR,0.00083101,10,1
Bite of Venomous Animal,BLR,0.00003847,10,1
Diarrhea/Dysentery,BLR,0.00310906,10,1
Drowning,BLR,0.0139827,10,1
Encephalitis,BLR,0.00329168,10,1
Falls,BLR,0.0106647,10,1
Fires,BLR,0.00064525,10,1
Hemorrhagic fever,BLR,0.00078078,10,1
Malaria,BLR,0,10,1
Measles,BLR,0.00070726,10,1
Meningitis,BLR,0.00333772,10,1
Other Cancers,BLR,0.43899869,10,1
Other Cardiovascular Diseases,BLR,0.03397075,10,1
Other Defined Causes of Child Deaths,BLR,0.39417309,10,1
Other Digestive Diseases,BLR,0.00956328,10,1
Other Infectious Diseases,BLR,0.0243348,10,1
Pneumonia,BLR,0.01807006,10,1
Poisonings,BLR,0.01283343,10,1
Road Traffic,BLR,0.02947063,10,1
Sepsis,BLR,0.00085809,10,1
Violent Death,BLR,0.00033854,10,1
AIDS,BLR,0.00003751,0,0
Bite of Venomous Animal,BLR,0.00001121,0,0
Diarrhea/Dysentery,BLR,0.03704365,0,0
Drowning,BLR,0.00041407,0,0
Encephalitis,BLR,0.0203091,0,0
Falls,BLR,0.00337105,0,0
Fires,BLR,0.00042402,0,0
Hemorrhagic fever,BLR,0.00038784,0,0
Malaria,BLR,0,0,0
Measles,BLR,0.00032049,0,0
Meningitis,BLR,0.0252187,0,0
Other Cancers,BLR,0.03027656,0,0
Other Cardiovascular Diseases,BLR,0.02066399,0,0
Other Defined Causes of Child Deaths,BLR,0.65204835,0,0
Other Digestive Diseases,BLR,0,0,0
Other Infectious Diseases,BLR,0.06363938,0,0
Pneumonia,BLR,0.14127036,0,0
Poisonings,BLR,0.0031866,0,0
Road Traffic,BLR,0.00076673,0,0
Sepsis,BLR,0.00044792,0,0
Violent Death,BLR,0.00016247,0,0
AIDS,BLR,0.00004667,0,1
